0.0,0.0,1.0
0.0,0.1,1.0
0.0,0.2,1.0
0.0,0.3,1.0
0.0,0.4,1.0
0.0,0.5,1.0
0.0,0.6,1.0
0.0,0.7,1.0
0.0,0.8,1.0
0.0,0.9,1.0
0.0,1.0,1.0
0.1,0.0,1.0
0.1,0.1,11.11
0.1,0.2,10.33
0.1,0.3,8.62
0.1,0.4,8.17
0.1,0.5,6.79
0.1,0.6,6.15
0.1,0.7,5.88
0.1,0.8,6.34
0.1,0.9,5.35
0.1,1.0,5.01
0.2,0.0,1.0
0.2,0.1,11.31
0.2,0.2,9.82
0.2,0.3,8.19
0.2,0.4,7.36
0.2,0.5,7.07
0.2,0.6,6.38
0.2,0.7,5.83
0.2,0.8,5.79
0.2,0.9,5.27
0.2,1.0,4.9
0.3,0.0,1.0
0.3,0.1,12.7
0.3,0.2,9.31
0.3,0.3,8.95
0.3,0.4,7.24
0.3,0.5,7.53
0.3,0.6,6.77
0.3,0.7,6.15
0.3,0.8,5.84
0.3,0.9,5.06
0.3,1.0,4.99
0.4,0.0,1.0
0.4,0.1,11.52
0.4,0.2,9.95
0.4,0.3,8.66
0.4,0.4,8.54
0.4,0.5,7.1
0.4,0.6,6.21
0.4,0.7,6.38
0.4,0.8,6.38
0.4,0.9,5.81
0.4,1.0,5.19
0.5,0.0,1.0
0.5,0.1,12.31
0.5,0.2,10.48
0.5,0.3,8.79
0.5,0.4,7.74
0.5,0.5,6.56
0.5,0.6,6.8
0.5,0.7,6.47
0.5,0.8,6.3
0.5,0.9,5.45
0.5,1.0,4.7
0.6,0.0,1.0
0.6,0.1,10.87
0.6,0.2,9.92
0.6,0.3,8.8
0.6,0.4,7.59
0.6,0.5,6.83
0.6,0.6,6.59
0.6,0.7,6.05
0.6,0.8,6.14
0.6,0.9,5.28
0.6,1.0,5.12
0.7,0.0,1.0
0.7,0.1,11.7
0.7,0.2,10.48
0.7,0.3,9.2
0.7,0.4,7.86
0.7,0.5,6.04
0.7,0.6,6.84
0.7,0.7,6.6
0.7,0.8,5.67
0.7,0.9,4.94
0.7,1.0,4.11
0.8,0.0,1.0
0.8,0.1,11.82
0.8,0.2,10.36
0.8,0.3,8.86
0.8,0.4,7.2
0.8,0.5,6.6
0.8,0.6,6.13
0.8,0.7,5.91
0.8,0.8,4.99
0.8,0.9,5.29
0.8,1.0,4.77
0.9,0.0,1.0
0.9,0.1,11.12
0.9,0.2,9.02
0.9,0.3,8.17
0.9,0.4,6.86
0.9,0.5,6.9
0.9,0.6,7.12
0.9,0.7,6.54
0.9,0.8,6.13
0.9,0.9,5.25
0.9,1.0,5.15
1.0,0.0,1.0
1.0,0.1,12.54
1.0,0.2,12.75
1.0,0.3,11.42
1.0,0.4,10.43
1.0,0.5,8.76
1.0,0.6,6.82
1.0,0.7,7.19
1.0,0.8,4.69
1.0,0.9,6.12
1.0,1.0,4.69
